DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode,QualifierCode
12.6,1994-09-15T09:15:00Z,-8,1994-09-15T17:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.7,1994-09-15T09:30:00Z,-8,1994-09-15T17:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.6,1994-09-15T09:45:00Z,-8,1994-09-15T17:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.8,1994-09-15T10:00:00Z,-8,1994-09-15T18:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.7,1994-09-15T10:15:00Z,-8,1994-09-15T18:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.9,1994-09-15T10:30:00Z,-8,1994-09-15T18:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.2,1994-09-15T10:45:00Z,-8,1994-09-15T18:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.2,1994-09-15T11:00:00Z,-8,1994-09-15T19:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.5,1994-09-15T11:15:00Z,-8,1994-09-15T19:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.3,1994-09-15T11:30:00Z,-8,1994-09-15T19:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.3,1994-09-15T11:45:00Z,-8,1994-09-15T19:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24,1994-09-15T12:00:00Z,-8,1994-09-15T20:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.8,1994-09-15T12:15:00Z,-8,1994-09-15T20:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.4,1994-09-15T12:30:00Z,-8,1994-09-15T20:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.2,1994-09-15T12:45:00Z,-8,1994-09-15T20:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27,1994-09-15T13:00:00Z,-8,1994-09-15T21:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.9,1994-09-15T13:15:00Z,-8,1994-09-15T21:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.2,1994-09-15T13:30:00Z,-8,1994-09-15T21:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.7,1994-09-15T13:45:00Z,-8,1994-09-15T21:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.9,1994-09-15T14:00:00Z,-8,1994-09-15T22:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.1,1994-09-15T14:15:00Z,-8,1994-09-15T22:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.2,1994-09-15T14:30:00Z,-8,1994-09-15T22:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.4,1994-09-15T14:45:00Z,-8,1994-09-15T22:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29,1994-09-15T15:00:00Z,-8,1994-09-15T23:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.6,1994-09-15T15:15:00Z,-8,1994-09-15T23:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.6,1994-09-15T15:30:00Z,-8,1994-09-15T23:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.1,1994-09-15T15:45:00Z,-8,1994-09-15T23:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.8,1994-09-15T16:00:00Z,-8,1994-09-16T00:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.1,1994-09-15T16:15:00Z,-8,1994-09-16T00:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.4,1994-09-15T16:30:00Z,-8,1994-09-16T00:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.1,1994-09-15T16:45:00Z,-8,1994-09-16T00:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.2,1994-09-15T17:00:00Z,-8,1994-09-16T01:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.2,1994-09-15T17:15:00Z,-8,1994-09-16T01:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.3,1994-09-15T17:30:00Z,-8,1994-09-16T01:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.5,1994-09-15T17:45:00Z,-8,1994-09-16T01:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.9,1994-09-15T18:00:00Z,-8,1994-09-16T02:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.3,1994-09-15T18:15:00Z,-8,1994-09-16T02:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.7,1994-09-15T18:30:00Z,-8,1994-09-16T02:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.2,1994-09-15T18:45:00Z,-8,1994-09-16T02:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.9,1994-09-15T19:00:00Z,-8,1994-09-16T03:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.5,1994-09-15T19:15:00Z,-8,1994-09-16T03:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.2,1994-09-15T19:30:00Z,-8,1994-09-16T03:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.8,1994-09-15T19:45:00Z,-8,1994-09-16T03:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.5,1994-09-15T20:00:00Z,-8,1994-09-16T04:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.3,1994-09-15T20:15:00Z,-8,1994-09-16T04:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.1,1994-09-15T20:30:00Z,-8,1994-09-16T04:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.9,1994-09-15T20:45:00Z,-8,1994-09-16T04:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.7,1994-09-15T21:00:00Z,-8,1994-09-16T05:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.6,1994-09-15T21:15:00Z,-8,1994-09-16T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.4,1994-09-15T21:30:00Z,-8,1994-09-16T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.1,1994-09-15T21:45:00Z,-8,1994-09-16T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.8,1994-09-15T22:00:00Z,-8,1994-09-16T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-15T22:15:00Z,-8,1994-09-16T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.5,1994-09-15T22:30:00Z,-8,1994-09-16T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.4,1994-09-15T22:45:00Z,-8,1994-09-16T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.2,1994-09-15T23:00:00Z,-8,1994-09-16T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12,1994-09-15T23:15:00Z,-8,1994-09-16T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.8,1994-09-15T23:30:00Z,-8,1994-09-16T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.6,1994-09-15T23:45:00Z,-8,1994-09-16T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.3,1994-09-16T00:00:00Z,-8,1994-09-16T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.1,1994-09-16T00:15:00Z,-8,1994-09-16T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11,1994-09-16T00:30:00Z,-8,1994-09-16T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.7,1994-09-16T00:45:00Z,-8,1994-09-16T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.5,1994-09-16T01:00:00Z,-8,1994-09-16T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.4,1994-09-16T01:15:00Z,-8,1994-09-16T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.2,1994-09-16T01:30:00Z,-8,1994-09-16T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
10.1,1994-09-16T01:45:00Z,-8,1994-09-16T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.9,1994-09-16T02:00:00Z,-8,1994-09-16T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.8,1994-09-16T02:15:00Z,-8,1994-09-16T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.6,1994-09-16T02:30:00Z,-8,1994-09-16T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.5,1994-09-16T02:45:00Z,-8,1994-09-16T10:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.3,1994-09-16T03:00:00Z,-8,1994-09-16T11:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.1,1994-09-16T03:15:00Z,-8,1994-09-16T11:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9,1994-09-16T03:30:00Z,-8,1994-09-16T11:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.9,1994-09-16T03:45:00Z,-8,1994-09-16T11:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.7,1994-09-16T04:00:00Z,-8,1994-09-16T12:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.6,1994-09-16T04:15:00Z,-8,1994-09-16T12:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.5,1994-09-16T04:30:00Z,-8,1994-09-16T12:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.3,1994-09-16T04:45:00Z,-8,1994-09-16T12:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.2,1994-09-16T05:00:00Z,-8,1994-09-16T13:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.1,1994-09-16T05:15:00Z,-8,1994-09-16T13:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8,1994-09-16T05:30:00Z,-8,1994-09-16T13:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
7.9,1994-09-16T05:45:00Z,-8,1994-09-16T13:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
7.9,1994-09-16T06:00:00Z,-8,1994-09-16T14:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
7.8,1994-09-16T06:15:00Z,-8,1994-09-16T14:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
7.8,1994-09-16T06:30:00Z,-8,1994-09-16T14:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
7.9,1994-09-16T06:45:00Z,-8,1994-09-16T14:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
7.9,1994-09-16T07:00:00Z,-8,1994-09-16T15:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8,1994-09-16T07:15:00Z,-8,1994-09-16T15:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.1,1994-09-16T07:30:00Z,-8,1994-09-16T15:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.2,1994-09-16T07:45:00Z,-8,1994-09-16T15:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.4,1994-09-16T08:00:00Z,-8,1994-09-16T16:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
8.8,1994-09-16T08:15:00Z,-8,1994-09-16T16:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
9.4,1994-09-16T08:30:00Z,-8,1994-09-16T16:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.2,1994-09-16T08:45:00Z,-8,1994-09-16T16:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-16T09:00:00Z,-8,1994-09-16T17:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14,1994-09-16T09:15:00Z,-8,1994-09-16T17:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.2,1994-09-16T09:30:00Z,-8,1994-09-16T17:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.5,1994-09-16T09:45:00Z,-8,1994-09-16T17:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.3,1994-09-16T10:00:00Z,-8,1994-09-16T18:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.9,1994-09-16T10:15:00Z,-8,1994-09-16T18:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.2,1994-09-16T10:30:00Z,-8,1994-09-16T18:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
22.7,1994-09-16T10:45:00Z,-8,1994-09-16T18:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23.9,1994-09-16T11:00:00Z,-8,1994-09-16T19:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.8,1994-09-16T11:15:00Z,-8,1994-09-16T19:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
25.4,1994-09-16T11:30:00Z,-8,1994-09-16T19:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.5,1994-09-16T11:45:00Z,-8,1994-09-16T19:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.3,1994-09-16T12:00:00Z,-8,1994-09-16T20:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
27.9,1994-09-16T12:15:00Z,-8,1994-09-16T20:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29,1994-09-16T12:30:00Z,-8,1994-09-16T20:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
29.5,1994-09-16T12:45:00Z,-8,1994-09-16T20:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.7,1994-09-16T13:00:00Z,-8,1994-09-16T21:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
31.4,1994-09-16T13:15:00Z,-8,1994-09-16T21:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.3,1994-09-16T13:30:00Z,-8,1994-09-16T21:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.2,1994-09-16T13:45:00Z,-8,1994-09-16T21:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.9,1994-09-16T14:00:00Z,-8,1994-09-16T22:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.6,1994-09-16T14:15:00Z,-8,1994-09-16T22:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.9,1994-09-16T14:30:00Z,-8,1994-09-16T22:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.7,1994-09-16T14:45:00Z,-8,1994-09-16T22:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.6,1994-09-16T15:00:00Z,-8,1994-09-16T23:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
32.6,1994-09-16T15:15:00Z,-8,1994-09-16T23:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
31.8,1994-09-16T15:30:00Z,-8,1994-09-16T23:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
30.7,1994-09-16T15:45:00Z,-8,1994-09-16T23:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
28.4,1994-09-16T16:00:00Z,-8,1994-09-17T00:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
26.2,1994-09-16T16:15:00Z,-8,1994-09-17T00:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
24.3,1994-09-16T16:30:00Z,-8,1994-09-17T00:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
23,1994-09-16T16:45:00Z,-8,1994-09-17T00:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21.9,1994-09-16T17:00:00Z,-8,1994-09-17T01:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
21,1994-09-16T17:15:00Z,-8,1994-09-17T01:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
20.3,1994-09-16T17:30:00Z,-8,1994-09-17T01:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.8,1994-09-16T17:45:00Z,-8,1994-09-17T01:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
19.2,1994-09-16T18:00:00Z,-8,1994-09-17T02:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
18.5,1994-09-16T18:15:00Z,-8,1994-09-17T02:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.8,1994-09-16T18:30:00Z,-8,1994-09-17T02:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
17.4,1994-09-16T18:45:00Z,-8,1994-09-17T02:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.9,1994-09-16T19:00:00Z,-8,1994-09-17T03:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16.4,1994-09-16T19:15:00Z,-8,1994-09-17T03:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
16,1994-09-16T19:30:00Z,-8,1994-09-17T03:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.7,1994-09-16T19:45:00Z,-8,1994-09-17T03:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15.4,1994-09-16T20:00:00Z,-8,1994-09-17T04:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
15,1994-09-16T20:15:00Z,-8,1994-09-17T04:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.7,1994-09-16T20:30:00Z,-8,1994-09-17T04:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.5,1994-09-16T20:45:00Z,-8,1994-09-17T04:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.4,1994-09-16T21:00:00Z,-8,1994-09-17T05:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.3,1994-09-16T21:15:00Z,-8,1994-09-17T05:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14.1,1994-09-16T21:30:00Z,-8,1994-09-17T05:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
14,1994-09-16T21:45:00Z,-8,1994-09-17T05:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.9,1994-09-16T22:00:00Z,-8,1994-09-17T06:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.7,1994-09-16T22:15:00Z,-8,1994-09-17T06:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.5,1994-09-16T22:30:00Z,-8,1994-09-17T06:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.3,1994-09-16T22:45:00Z,-8,1994-09-17T06:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13.2,1994-09-16T23:00:00Z,-8,1994-09-17T07:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
13,1994-09-16T23:15:00Z,-8,1994-09-17T07:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.8,1994-09-16T23:30:00Z,-8,1994-09-17T07:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-16T23:45:00Z,-8,1994-09-17T07:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.7,1994-09-17T00:00:00Z,-8,1994-09-17T08:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.6,1994-09-17T00:15:00Z,-8,1994-09-17T08:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.5,1994-09-17T00:30:00Z,-8,1994-09-17T08:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.4,1994-09-17T00:45:00Z,-8,1994-09-17T08:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.3,1994-09-17T01:00:00Z,-8,1994-09-17T09:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
12.1,1994-09-17T01:15:00Z,-8,1994-09-17T09:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.9,1994-09-17T01:30:00Z,-8,1994-09-17T09:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.7,1994-09-17T01:45:00Z,-8,1994-09-17T09:45:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.5,1994-09-17T02:00:00Z,-8,1994-09-17T10:00:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11.2,1994-09-17T02:15:00Z,-8,1994-09-17T10:15:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
11,1994-09-17T02:30:00Z,-8,1994-09-17T10:30:00Z,PRIMET,AIRTEMP_MEAN,AIR023,AND,1,A
